bathrooms,description,floor,location1,location2,price,price_m2,rooms,size,location,position
1.0,"Vivienda Exterior de 2 dormitorios (antes 3), salón independiente, cocina amueblada, baño y terraza.
Situada, zo...",2ª,calle Juan Zofio,Zofío (Distrito Usera. Madrid Capital),127.000,1.788,2.0,71,"calle Juan Zofio, Zofío (Distrito Usera. Madrid Capital)","{'lat': 40.3813709, 'lng': -3.7136809}"
1.0,"LCI vende este coqueto piso totalmente reformado y listo para entrar a vivir. 
Dispone de hall de entrada con am...",4ª,calle Santa Fe,Nueva Alcalá (Distrito Reyes Católicos. Alcalá de Henares),116.000,1.633,3.0,71,"calle Santa Fe, Nueva Alcalá (Distrito Reyes Católicos. Alcalá de Henares)","{'lat': 40.47607, 'lng': -3.3754573}"
1.0,"Vendido. Inmobiliaria urban group vende piso de 4 dormitorios, salón comedor, cocina, baño , tendedero y terraza...",3ª,Casco Antiguo,Casco Antiguo (Alcorcón),110.000,1.222,4.0,90,"Casco Antiguo, Casco Antiguo (Alcorcón)","{'lat': 40.3468454, 'lng': -3.8278443}"
3.0,"Se vende piso duplex de tres dormitorios, 3 baños, cocina amplia y equipada. Salón comedor muy luminoso. Dormito...",2ª,Pueblo,Pueblo (Pozuelo de Alarcón),355.000,3.034,3.0,117,"Pueblo, Pueblo (Pozuelo de Alarcón)","{'lat': 40.4269252, 'lng': -3.7803388}"
2.0,"Moderno edificio de 10 viviendas con viviendas de 1 a 4 dormitorios desde 66m2 a 128m2  más plaza de garaje.

Re...",2ª,"calle Pedroñeras, nº 16",Canillas (Distrito Hortaleza. Madrid Capital),262.044,3.970,1.0,66,"calle Pedroñeras, nº 16, Canillas (Distrito Hortaleza. Madrid Capital)","{'lat': 40.465775, 'lng': -3.6303693}"
2.0,"Vivienda de 120 m2 , exterior,  de 13 años de antigüedad, 2 habitaciones dobles, 2 baños, 1 terraza, calefacción...",,La Moraleja - El Soto de La Moraleja,El Soto (Alcobendas),384.000,3.200,2.0,120,"La Moraleja - El Soto de La Moraleja, El Soto (Alcobendas)","{'lat': 40.5308564, 'lng': -3.6366358}"
2.0,"Amplia vivienda de 4 dormitorios en Sector B, en urbanización privada con zonas comunes. Sus 136 metros cuadrado...",,Sector B,Sector B (Boadilla del Monte),440.000,3.235,4.0,136,"Sector B, Sector B (Boadilla del Monte)","{'lat': 40.4090869, 'lng': -3.8946981}"
1.0,"donpiso Azca pone a la venta un apartamento en la zona de Prosperidad. La vivienda se distribuye en dormitorio, ...",1ª,Junto A La Plaza de Prosperidad,Ciudad Jardín (Distrito Chamartín. Madrid Capital),210.000,4.285,1.0,49,"Junto A La Plaza de Prosperidad, Ciudad Jardín (Distrito Chamartín. Madrid Capital)","{'lat': 40.4441361, 'lng': -3.6746022}"
2.0,"Salamanca, Lista 
Oportunidad de Inversión 
La vivienda tiene un total de 77 m2, de los cuales 55 m2 construidos...",0,Lista,Lista (Distrito Salamanca. Madrid Capital),325.000,5.909,2.0,55,"Lista, Lista (Distrito Salamanca. Madrid Capital)","{'lat': 40.4312768, 'lng': -3.6769396}"
2.0,Euronorte.es vende en calle Julio Palacios cerca de las cuatro torres en excelente  urbanización con zonas comun...,4ª,calle Julio Palacios,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),685.000,4.151,4.0,165,"calle Julio Palacios, La Paz (Distrito Fuencarral-El Pardo. Madrid Capital)","{'lat': 40.483578, 'lng': -3.6938038}"
1.0,Piso en venta a escasos 5 minutos del centro de Torrelaguna. El inmueble se encuentra ubicado en una zona muy tr...,,Centro,Torrelaguna,93.000,1.256,2.0,74,"Centro, Torrelaguna","{'lat': 40.8275222, 'lng': -3.5395265}"
1.0,"Altura piso 2º, piso superficie total 110 m², superficie útil 100 m², hab. individuales: 3, 1 baño, antigüedad e...",2ª,"calle Merina, nº 1",Cercedilla,110.000,1.000,3.0,110,"calle Merina, nº 1, Cercedilla","{'lat': 40.7407117, 'lng': -4.0544686}"
1.0,"""Si buscas una vivienda en pleno centro de Coslada, ¡es tu oportunidad!

Te ofrecemos esta vivienda situada a es...",1ª,calle Velazquez,Casco Antiguo (Coslada),153.000,1.779,3.0,86,"calle Velazquez, Casco Antiguo (Coslada)","{'lat': 40.4338919, 'lng': -3.683413799999999}"
2.0,VOhome  Propiedades vende. Precioso piso en urbanización residencial privada en la Mancha Amarilla  una de las z...,4ª,calle Reino Unido,Zona Sureste (Torrejón de Ardoz),219.900,2.094,3.0,105,"calle Reino Unido, Zona Sureste (Torrejón de Ardoz)","{'lat': 40.4593657, 'lng': -3.4502856}"
3.0,"""Desde avaris ponemos a la venta esta fantástica vivienda en uno de los exclusivos barrios residenciales de Ma...",4ª,Estrella,Estrella (Distrito Retiro. Madrid Capital),573.000,4.308,4.0,133,"Estrella, Estrella (Distrito Retiro. Madrid Capital)","{'lat': 40.4121804, 'lng': -3.6671544}"
1.0,Se aceptan ofertas! *********no cobramos nada al comprador***********video completo de la vivienda en la sección...,4ª,"calle Cartagena, nº 32",Guindalera (Distrito Salamanca. Madrid Capital),330.000,3.173,3.0,104,"calle Cartagena, nº 32, Guindalera (Distrito Salamanca. Madrid Capital)","{'lat': 40.4336098, 'lng': -3.6703408}"
2.0,"Redpiso vende en exclusiva estupenda vivienda en la Avenida del Euro.
Ubicada en una séptima y última planta, lo...",,Avenida Euro,Buenavista (Distrito Carabanchel. Madrid Capital),259.000,3.278,2.0,79,"Avenida Euro, Buenavista (Distrito Carabanchel. Madrid Capital)","{'lat': 40.3675253, 'lng': -3.7426165}"
1.0,donpiso Azca pone a la venta una vivienda totalmente equipada y reformada en Mar de Cristal. Situada junto a la ...,0,Mar de Cristal. Junto A Gran Vía de Hortaleza,Pinar del Rey (Distrito Hortaleza. Madrid Capital),165.000,4.024,1.0,41,"Mar de Cristal. Junto A Gran Vía de Hortaleza, Pinar del Rey (Distrito Hortaleza. Madrid Capital)","{'lat': 40.4695711, 'lng': -3.6410582}"
1.0,"''''tecnocasa vende piso en el centro de leganés, en cuarta planta con ascensor, consta de dos dormitorios (ante...",,Centro,Centro (Leganés),135.000,1.588,2.0,85,"Centro, Centro (Leganés)","{'lat': 40.3319506, 'lng': -3.7686545}"
1.0,Inmobiliaria maqueda vende amplio piso de 85 m² muy próximo a renfe y metro (alcorcón central). Salón independie...,3ª,Casco Antiguo,Casco Antiguo (Alcorcón),129.000,1.517,3.0,85,"Casco Antiguo, Casco Antiguo (Alcorcón)","{'lat': 40.3468454, 'lng': -3.8278443}"
2.0,Piso 2 dormitorios para reformar salamanca-goya muy centrico inmejorable ubicación.  Nik inversión y gestión ofr...,2ª,"calle General Diaz Porlier, nº 3",Goya (Distrito Salamanca. Madrid Capital),350.000,5.645,2.0,62,"calle General Diaz Porlier, nº 3, Goya (Distrito Salamanca. Madrid Capital)","{'lat': 40.42444589999999, 'lng': -3.6773771}"
1.0,n.d.,,Marroquina,Marroquina (Distrito Moratalaz. Madrid Capital),200.000,2.500,3.0,80,"Marroquina, Marroquina (Distrito Moratalaz. Madrid Capital)","{'lat': 40.4145143, 'lng': -3.6508315}"
1.0,"Zona el val: se vende fabuloso piso totalmente reformado, con 3 dormitorios, amplio baño con bañera y plato de d...",,Alcalá de Henares - Val,El Val (Distrito El Val. Alcalá de Henares),197.000,2.118,3.0,93,"Alcalá de Henares - Val, El Val (Distrito El Val. Alcalá de Henares)","{'lat': 40.4855844, 'lng': -3.347435}"
,"Exclusivo bajo de 150 m2 con 500 m2 de jardín, en Valdemarín. entro de urbanización cerrada.
 
 Distribución:
 
...",,Valdemarín,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),890.000,5.933,3.0,150,"Valdemarín, Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.4703981, 'lng': -3.7727247}"
1.0,El inmueble se encuentra ubicado en barrio residencial próximo al centro del municipio.Se distribuye entres dor...,,calle Marte,Casco Antiguo Sur (Ciempozuelos),80.920,963,3.0,84,"calle Marte, Casco Antiguo Sur (Ciempozuelos)","{'lat': 40.1565468, 'lng': -3.6239612}"
3.0,Oportunidad piso en venta 200 metros para reformar a 50 metros del templo debod  nik inversión y gestión ofrece ...,,"calle Ferraz, nº 24",Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),1.100.000,4.435,6.0,248,"calle Ferraz, nº 24, Argüelles (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.4251288, 'lng': -3.7161307}"
2.0,4º A Port.8 Tipo 22. Piso en una finca de obra nueva de 111 m2 de superficie construida y emplazado en la zona d...,,"calle Londres Cruce Con C/ Río Guadiana,  S/N",Zona Noreste (Torrejón de Ardoz),312.400,2.814,3.0,111,"calle Londres Cruce Con C/ Río Guadiana,  S/N, Zona Noreste (Torrejón de Ardoz)","{'lat': 40.4611173, 'lng': -3.4678608}"
1.0,"Inmobiliaria MAQUEDA vende piso con ascensor en calle Virgen de Iciar, junto a calle Mayor. 2 amplios dormitorio...",1ª,calle Virgen de Iciar,Casco Antiguo (Alcorcón),119.000,2.051,2.0,58,"calle Virgen de Iciar, Casco Antiguo (Alcorcón)","{'lat': 40.3450732, 'lng': -3.829396}"
1.0,"Apartamento de Lujo en Pleno barrio de Salamanca, actualmente alquilado en 1100€ al mes.Cuenta con 85 metros con...",5ª,"calle de Lagasca, Madrid, nº 138",Castellana (Distrito Salamanca. Madrid Capital),375.000,4.411,1.0,85,"calle de Lagasca, Madrid, nº 138, Castellana (Distrito Salamanca. Madrid Capital)","{'lat': 40.4369242, 'lng': -3.6839751}"
1.0,"Apartamento en buen estado de 53 m² ubicado en la zona de Madrid Capital, en una edificación de entre 5 y 10 año...",2ª,"Apartamento en calle Linares, nº 20",Vista Alegre (Distrito Carabanchel. Madrid Capital),175.000,3.301,1.0,53,"Apartamento en calle Linares, nº 20, Vista Alegre (Distrito Carabanchel. Madrid Capital)","{'lat': 40.3877567, 'lng': -3.7407268}"
1.0,"En una de las mejores zonas de Madrid se encuentra este luminoso ático de 60 m2, con 1 dormitorio, 1 baño, salón...",6ª,"Apartamento en calle Modesto Lafuente, nº 80",Ríos Rosas (Distrito Chamberí. Madrid Capital),449.000,7.610,1.0,59,"Apartamento en calle Modesto Lafuente, nº 80, Ríos Rosas (Distrito Chamberí. Madrid Capital)","{'lat': 40.42961500000001, 'lng': -3.7047832}"
1.0,"Piso en urbanización cerrada.
El piso acaba de ser reformado de forma íntegra, quedándose un piso nuevo a estren...",4ª,Avenida Madrid,San Agustín del Guadalix,179.000,2.156,3.0,83,"Avenida Madrid, San Agustín del Guadalix","{'lat': 40.68013630000001, 'lng': -3.6128674}"
3.0,"Precioso y exclusivo ático ubicado en el corazón de Madrid, muy cercano a la Plaza de Oriente, con terraza y pre...",4ª,Cortes-Huertas,Cortes-Huertas (Distrito Centro. Madrid Capital),620.000,5.040,2.0,123,"Cortes-Huertas, Cortes-Huertas (Distrito Centro. Madrid Capital)","{'lat': 40.413352, 'lng': -3.6974619}"
1.0,"Piso exterior totalmente reformado, tres dormitorios. Excelente ubicación, cerca de la Castellana.Segunda planta...",,Cuzco/Orense,Castillejos (Distrito Tetuán. Madrid Capital),405.000,4.709,3.0,86,"Cuzco/Orense, Castillejos (Distrito Tetuán. Madrid Capital)","{'lat': -13.53195, 'lng': -71.96746259999999}"
1.0,n.d.,3ª,calle Fortuna,Puerta del Ángel (Distrito Latina. Madrid Capital),175.000,1.944,4.0,90,"calle Fortuna, Puerta del Ángel (Distrito Latina. Madrid Capital)","{'lat': 40.4081857, 'lng': -3.7342882}"
2.0,Se vende gran piso de tres dormitorios con dos baños en excelente urbanización del Burgo de Las Rozas. Buen saló...,,Burgo de Las Rozas,Marazuela-El Torreón (Las Rozas de Madrid),360.000,3.000,3.0,120,"Burgo de Las Rozas, Marazuela-El Torreón (Las Rozas de Madrid)","{'lat': 40.498119, 'lng': -3.8618297}"
2.0,"Baires grupo inmobiliario gestiona la venta de este piso de 117m2 situado en Majadahonda pueblo.
El piso, una te...",3ª,Majadahonda,Casco Antiguo (Majadahonda),319.000,2.726,4.0,117,"Majadahonda, Casco Antiguo (Majadahonda)","{'lat': 40.475182, 'lng': -3.871276}"
1.0,"Vivienda situada junto a fuente de las escaleras. Cuenta con 3 dormitorios grandes, cocina amueblada, salón de p...",,Fuenlabrada -Centro- Parque Europa,Cerro-El Molino (Fuenlabrada),115.000,1.533,3.0,75,"Fuenlabrada -Centro- Parque Europa, Cerro-El Molino (Fuenlabrada)","{'lat': 40.28517240000001, 'lng': -3.8060286}"
1.0,"Entre Ayala y Hermosilla, cogollo total del barrio de Lista, edificio clásico, representativo, buen portal, sota...",,Salamanca,Berruguete (Distrito Tetuán. Madrid Capital),210.000,2.333,3.0,90,"Salamanca, Berruguete (Distrito Tetuán. Madrid Capital)","{'lat': 40.4605463, 'lng': -3.707214899999999}"
1.0,n.d.,2ª,Valverde,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),199.999,3.030,2.0,66,"Valverde, Valverde (Distrito Fuencarral-El Pardo. Madrid Capital)","{'lat': 40.4948405, 'lng': -3.692812199999999}"
2.0,"Gilmar chamberi 915919190 vende exclusiva y excepcional vivienda a estrenar, de 143 metros construidos, toda ext...",,Rosales,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),1.170.000,8.181,2.0,143,"Rosales, Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.427922, 'lng': -3.7217838}"
2.0,"Inmueble en 9ª planta totalmente exterior, con 2 ascensores, 2 terrazas, 3 dormitorios, 2 baños, ubicado a 450 m...",,calle Deva,Orcasitas (Distrito Usera. Madrid Capital),154.000,1.439,3.0,107,"calle Deva, Orcasitas (Distrito Usera. Madrid Capital)","{'lat': 40.3699137, 'lng': -3.7135896}"
1.0,"Se vende piso reformado muy luminoso y exterior de dos dormitorios, salón, baño con plato de ducha y cocina equi...",2ª,"calle Alcazar de San Juan, nº 8",Puerta del Ángel (Distrito Latina. Madrid Capital),149.000,2.709,2.0,55,"calle Alcazar de San Juan, nº 8, Puerta del Ángel (Distrito Latina. Madrid Capital)","{'lat': 40.4071454, 'lng': -3.7337702}"
2.0,Gilmar consulting inmobiliario chamberi 915919190 vende en exclusiva para sus clientes una magnífica vivienda ex...,,Trafalgar,Almagro (Distrito Chamberí. Madrid Capital),698.000,5.721,4.0,122,"Trafalgar, Almagro (Distrito Chamberí. Madrid Capital)","{'lat': 40.43422930000001, 'lng': -3.7016663}"
2.0,Vivienda exterior hiper luminosa con todas las estancias amplias en una muy buena finca y zona de Madrid,3ª,Gaztambide,Gaztambide (Distrito Chamberí. Madrid Capital),575.000,4.107,3.0,140,"Gaztambide, Gaztambide (Distrito Chamberí. Madrid Capital)","{'lat': 40.4354156, 'lng': -3.714341}"
1.0,"Fabulosa  ubicación, piso ubicado en barrio de Guindalera, tiene 2 dormitorios con salon comedor independiente, ...",2ª,Guindalera,Guindalera (Distrito Salamanca. Madrid Capital),320.000,3.636,2.0,88,"Guindalera, Guindalera (Distrito Salamanca. Madrid Capital)","{'lat': 40.4354015, 'lng': -3.6709916}"
1.0,"Estupendo piso en una zona inmejorable de Algete. Dispone de piscinas comunitaria, zona infantil y pista de teni...",5ª,Algete,Algete,186.000,1.860,3.0,100,"Algete, Algete","{'lat': 40.5964617, 'lng': -3.5016452}"
2.0,"OLE TU CASA vende precioso piso TOTALMENTE REFORMADO con las mejores calidades, situado en una de las mejores ur...",2ª,Villalba Estación,Villalba Estación (Collado Villalba),257.000,1.976,4.0,130,"Villalba Estación, Villalba Estación (Collado Villalba)","{'lat': 40.62654149999999, 'lng': -4.0015501}"
2.0,Precioso piso completamente reformado y muy luminoso con orientación sur y vistas completamente despejadas. Toda...,7ª,calle de Chantada,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),395.000,4.157,3.0,95,"calle de Chantada, Pilar (Distrito Fuencarral-El Pardo. Madrid Capital)","{'lat': 40.4731561, 'lng': -3.7153158}"
1.0,"Vivienda exterior para reformar en excelente situación

Se trata de una vivienda totalmente exterior con dos o...",1ª,calle Pinar del Rey,Pinar del Rey (Distrito Hortaleza. Madrid Capital),169.000,2.414,3.0,70,"calle Pinar del Rey, Pinar del Rey (Distrito Hortaleza. Madrid Capital)","{'lat': 40.4714421, 'lng': -3.6497693}"
3.0,Fantástico piso de 240 m² situado en la planta alta de un edificio de fachada clásica y totalmente rehabilitado ...,,Apartamento en Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),2.800.000,11.666,3.0,240,"Apartamento en Recoletos, Recoletos (Distrito Salamanca. Madrid Capital)","{'lat': 40.4279491, 'lng': -3.6863961}"
2.0,"Piso en el centro de Colmenarejo, muy cerca del embalse de Valmayor, con los principales servicios en el entorno...",1ª,calle Carretera Galapagar Pl.1º y Bc,Colmenarejo,157.200,1.871,2.0,84,"calle Carretera Galapagar Pl.1º y Bc, Colmenarejo","{'lat': 40.56139, 'lng': -4.01662}"
1.0,"***reservado***reservado***reservado***

Piso exterior totalmente reformado, de 67 metros cuadrados construido...",,Puente de Vallecas - San Diego,San Diego (Distrito Puente de Vallecas. Madrid Capital),103.000,1.537,2.0,67,"Puente de Vallecas - San Diego, San Diego (Distrito Puente de Vallecas. Madrid Capital)","{'lat': 40.3854876, 'lng': -3.6680406}"
1.0,"Viviendas de 2 dormitorios, con trastero incluido en el precio, con zonas comunes en las que dispone de piscina ...",2ª,calle Mayor,Opañel (Distrito Carabanchel. Madrid Capital),242.000,2.630,2.0,92,"calle Mayor, Opañel (Distrito Carabanchel. Madrid Capital)","{'lat': 40.4157461, 'lng': -3.709615}"
2.0,"Vivienda 2000 ofrece estupendo piso totalmente reformado y con buenas calidades en San Agustín de Guadalix.
Ubic...",1ª,calle Pilancón,San Agustín del Guadalix,178.000,2.282,2.0,78,"calle Pilancón, San Agustín del Guadalix","{'lat': 40.6775175, 'lng': -3.617127399999999}"
1.0,"""AGIL Inmobiliaria vende piso en inmejorable zona, ubicado en pleno corazón del centro urbano de Leganés, calle ...",,calle Madrid,Centro (Leganés),139.900,1.706,3.0,82,"calle Madrid, Centro (Leganés)","{'lat': 40.3307797, 'lng': -3.7639407}"
1.0,"Gilmar Moraleja (916503011) vende magnífico apartamento en buen  estado de conservación ubicada en Alcobendas, a...",,Alcobendas,El Soto (Alcobendas),250.000,3.521,1.0,71,"Alcobendas, El Soto (Alcobendas)","{'lat': 40.5473972, 'lng': -3.6453685}"
4.0,"Piso nuevo de 219 2 a  estrenar en urbanización cerrada con zona común y seguridad 24H

Esta distribuido en :
A...",1ª,Valdemarín,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),1.450.000,6.621,4.0,219,"Valdemarín, Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital)","{'lat': 40.4703981, 'lng': -3.7727247}"
2.0,"¡¡ Inmejorable Situación !!
 
 Vivienda de 113 m2 en una de las mejores zonas de Alcalá de Henares. Cuenta con t...",2ª,calle Gallegos,Casco Histórico (Distrito Centro. Alcalá de Henares),250.000,2.212,3.0,113,"calle Gallegos, Casco Histórico (Distrito Centro. Alcalá de Henares)","{'lat': 40.48681819999999, 'lng': -3.3661393}"
2.0,6º B Port.2 Tipo 12. Piso en un edificio de obra nueva de 107 m2 de superficie construida y ubicado en la zona d...,6ª,"calle Embalse del Vellón,  S/N",Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),321.355,2.434,3.0,132,"calle Embalse del Vellón,  S/N, Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital)","{'lat': 40.3600866, 'lng': -3.593182399999999}"
4.0,"Amplio y Señorial 394 m2 en el Barrio de Chamberí. 
 
 Fantástico piso de esquina, Ubicado en la 4ª en la planta...",4ª,Almagro,Almagro (Distrito Chamberí. Madrid Capital),2.520.000,6.395,6.0,394,"Almagro, Almagro (Distrito Chamberí. Madrid Capital)","{'lat': 40.4338618, 'lng': -3.695287}"
1.0,", ***** Piso muy céntrico en una excelente ubicación. Situado en la calle María Panes, entre la calle Alonso Can...",2ª,"Apartamento en calle María Panes, Madrid, nº 13",Ríos Rosas (Distrito Chamberí. Madrid Capital),425.000,4.569,2.0,93,"Apartamento en calle María Panes, Madrid, nº 13, Ríos Rosas (Distrito Chamberí. Madrid Capital)","{'lat': 40.4446023, 'lng': -3.6962395}"
